Timestamp,Channel,CPU,Event type,Contents,TID,Prio,PID,Source
09:48:22.157 814 877,kernel_3,3,rcu_utilization,"s=Start context switch, context.packet_seq_num=0, context.cpu_id=3",468,20,468,
09:48:22.157 814 996,kernel_3,3,rcu_utilization,"s=End context switch, context.packet_seq_num=0, context.cpu_id=3",468,20,468,
09:48:22.157 815 341,kernel_3,3,sched_stat_runtime,"comm=dbus-daemon, tid=468, runtime=66017, vruntime=109144350472771, context.packet_seq_num=0, context.cpu_id=3",468,20,468,
09:48:22.157 815 475,kernel_2,2,syscall_entry_poll,"ufds=140427982269280, nfds=1, timeout_msecs=0, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/select.c:0]
09:48:22.157 815 688,kernel_2,2,syscall_exit_poll,"ret=1, ufds=140427982269280, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/select.c:0]
09:48:22.157 815 923,kernel_2,2,syscall_entry_recvmsg,"fd=6, msg=140427982269040, flags=1073741824, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[net/socket.c:0]
09:48:22.157 815 956,kernel_3,3,sched_switch,"prev_comm=dbus-daemon, prev_tid=468, prev_prio=20, prev_state=1, next_comm=swapper/3, next_tid=0, next_prio=20, context.packet_seq_num=0, context.cpu_id=3",468,20,468,
09:48:22.157 816 140,kernel_2,2,skb_copy_datagram_iovec,"skbaddr=0xffff880128a84f00, len=829, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 816 483,kernel_2,2,skb_consume,"skbaddr=0xffff880128a84f00, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 816 824,kernel_2,2,kmem_kfree,"call_site=0xffffffff81481687, ptr=0xffff8807f6031800, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 817 115,kernel_2,2,kmem_cache_free,"call_site=0xffffffff81533927, ptr=0xffff880128a84f00, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 817 236,kernel_2,2,kmem_kfree,"call_site=0xffffffff8147ac54, ptr=0x0, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 817 369,kernel_2,2,syscall_exit_recvmsg,"ret=829, msg=140427982269040, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[net/socket.c:0]
09:48:22.157 817 462,kernel_3,3,power_cpu_idle,"state=3, cpu_id=3, context.packet_seq_num=0, context.cpu_id=3",0,20,,
09:48:22.157 818 623,kernel_2,2,syscall_entry_write,"fd=8, buf=140427982269648, count=8, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/read_write.c:0]
09:48:22.157 818 846,kernel_2,2,syscall_exit_write,"ret=8, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/read_write.c:0]
09:48:22.157 819 467,kernel_2,2,syscall_entry_write,"fd=8, buf=140427982269632, count=8, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/read_write.c:0]
09:48:22.157 819 667,kernel_2,2,syscall_exit_write,"ret=8, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/read_write.c:0]
09:48:22.157 821 173,kernel_2,2,syscall_entry_poll,"ufds=140427848061120, nfds=1, timeout_msecs=0, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/select.c:0]
09:48:22.157 821 411,kernel_2,2,syscall_exit_poll,"ret=1, ufds=140427848061120, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/select.c:0]
09:48:22.157 848 936,kernel_2,2,x86_exceptions_page_fault_user,"address=0x7fb7e80072c8, ip=0x7fb7f77a90b8, error_code=0x6, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 850 001,kernel_2,2,kmem_mm_page_alloc,"page=0xffffea001e493840, pfn=7939297, order=0, gfp_flags=37912778, migratetype=1, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 858 860,kernel_2,2,x86_exceptions_page_fault_user,"address=0x7fb7e8008028, ip=0x7fb7f77a90b8, error_code=0x6, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 859 262,kernel_2,2,kmem_mm_page_alloc,"page=0xffffea001fa6b340, pfn=8297165, order=0, gfp_flags=37912778, migratetype=1, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 872 216,kernel_2,2,syscall_entry_write,"fd=9, buf=140427982269232, count=8, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/read_write.c:0]
09:48:22.157 872 617,kernel_2,2,sched_waking,"comm=upower, tid=9608, prio=20, target_cpu=1, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 873 374,kernel_2,2,sched_wakeup,"comm=upower, tid=9608, prio=20, target_cpu=1, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 873 705,kernel_2,2,syscall_exit_write,"ret=8, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/read_write.c:0]
09:48:22.157 875 471,kernel_2,2,syscall_entry_poll,"ufds=140427982269440, nfds=1, timeout_msecs=0, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/select.c:0]
09:48:22.157 875 812,kernel_2,2,syscall_exit_poll,"ret=0, ufds=140427982269440, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/select.c:0]
09:48:22.157 877 729,kernel_2,2,syscall_entry_write,"fd=8, buf=140427982269360, count=8, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/read_write.c:0]
09:48:22.157 877 948,kernel_2,2,syscall_exit_write,"ret=8, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/read_write.c:0]
09:48:22.157 879 720,kernel_2,2,syscall_entry_poll,"ufds=140427848061120, nfds=2, timeout_msecs=-1, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/select.c:0]
09:48:22.157 880 141,kernel_2,2,syscall_exit_poll,"ret=1, ufds=140427848061120, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/select.c:0]
09:48:22.157 880 393,kernel_2,2,syscall_entry_read,"fd=8, count=16, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/read_write.c:0]
09:48:22.157 880 719,kernel_2,2,syscall_exit_read,"ret=8, buf=140427982269680, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/read_write.c:0]
09:48:22.157 881 157,kernel_2,2,syscall_entry_poll,"ufds=140427848061120, nfds=2, timeout_msecs=-1, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,[fs/select.c:0]
09:48:22.157 881 548,kernel_2,2,rcu_utilization,"s=Start context switch, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 881 680,kernel_2,2,rcu_utilization,"s=End context switch, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 881 982,kernel_2,2,sched_stat_runtime,"comm=gdbus, tid=9610, runtime=71866, vruntime=102583383795511, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 882 606,kernel_2,2,sched_switch,"prev_comm=gdbus, prev_tid=9610, prev_prio=20, prev_state=1, next_comm=swapper/2, next_tid=0, next_prio=20, context.packet_seq_num=0, context.cpu_id=2",9610,20,9608,
09:48:22.157 883 679,kernel_2,2,power_cpu_idle,"state=2, cpu_id=2, context.packet_seq_num=0, context.cpu_id=2",0,20,,
09:48:22.157 885 327,kernel_1,1,power_cpu_idle,"state=4294967295, cpu_id=1, context.packet_seq_num=0, context.cpu_id=1",0,20,,
09:48:22.157 886 576,kernel_1,1,rcu_utilization,"s=Start context switch, context.packet_seq_num=0, context.cpu_id=1",0,20,,
09:48:22.157 886 794,kernel_1,1,rcu_utilization,"s=End context switch, context.packet_seq_num=0, context.cpu_id=1",0,20,,
09:48:22.157 887 695,kernel_1,1,sched_switch,"prev_comm=swapper/1, prev_tid=0, prev_prio=20, prev_state=0, next_comm=upower, next_tid=9608, next_prio=20, context.packet_seq_num=0, context.cpu_id=1",0,20,,
09:48:22.157 888 710,kernel_1,1,timer_hrtimer_cancel,"hrtimer=0xffff880657fa7a58, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 889 901,kernel_1,1,syscall_exit_poll,"ret=1, ufds=13738976, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/select.c:0]
09:48:22.157 891 032,kernel_1,1,syscall_entry_read,"fd=9, count=16, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/read_write.c:0]
09:48:22.157 891 737,kernel_1,1,syscall_exit_read,"ret=8, buf=140733300209936, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/read_write.c:0]
09:48:22.157 895 765,kernel_1,1,syscall_entry_write,"fd=9, buf=140733300209680, count=8, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/read_write.c:0]
09:48:22.157 896 276,kernel_1,1,syscall_exit_write,"ret=8, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/read_write.c:0]
09:48:22.157 896 726,kernel_1,1,syscall_entry_futex,"uaddr=13765328, op=129, val=2147483647, utime=0, uaddr2=140428114274528, val3=3892327888, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[kernel/futex.c:0]
09:48:22.157 897 433,kernel_1,1,syscall_exit_futex,"ret=0, uaddr=13765328, uaddr2=140428114274528, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[kernel/futex.c:0]
09:48:22.157 958 870,kernel_1,1,syscall_entry_close,"fd=9, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/open.c:0]
09:48:22.157 959 487,kernel_1,1,syscall_exit_close,"ret=0, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/open.c:0]
09:48:22.157 960 301,kernel_1,1,kmem_kfree,"call_site=0xffffffff81220667, ptr=0xffff8807889bca40, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 961 203,kernel_1,1,kmem_cache_free,"call_site=0xffffffff811d9221, ptr=0xffff880758fe8618, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 970 670,kernel_1,1,syscall_entry_open,"filename=/usr/lib/x86_64-linux-gnu/charset.alias, flags=0, mode=438, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/open.c:0]
09:48:22.157 971 369,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811e60b3, ptr=0xffff88006510e000, bytes_req=4096, bytes_alloc=4096, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 972 110,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811d8dd7, ptr=0xffff8807f5d38a00, bytes_req=256, bytes_alloc=256, gfp_flags=37781696, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 973 861,kernel_1,1,kmem_cache_free,"call_site=0xffffffff811d66e5, ptr=0xffff88006510e000, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 974 077,kernel_1,1,syscall_exit_open,"ret=-2, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/open.c:0]
09:48:22.157 975 777,kernel_1,1,x86_exceptions_page_fault_user,"address=0x7fb7f7b9ef5e, ip=0x7fb7f7b64732, error_code=0x4, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 979 270,kernel_1,1,syscall_entry_newfstat,"fd=1, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/stat.c:0]
09:48:22.157 979 894,kernel_1,1,syscall_exit_newfstat,"ret=0, statbuf=140733300210224, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/stat.c:0]
09:48:22.157 980 258,kernel_1,1,syscall_entry_mmap,"addr=0x0, len=4096, prot=3, flags=34, fd=-1, offset=0, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[arch/x86/kernel:0]
09:48:22.157 982 408,kernel_1,1,syscall_exit_mmap,"ret=0x7fb7f847d000, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[arch/x86/kernel:0]
09:48:22.157 982 905,kernel_1,1,x86_exceptions_page_fault_user,"address=0x7fb7f847d000, ip=0x7fb7f77b3c71, error_code=0x6, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 984 291,kernel_1,1,kmem_mm_page_alloc,"page=0xffffea00113544c0, pfn=4510995, order=0, gfp_flags=37912778, migratetype=1, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 985 658,kernel_1,1,syscall_entry_write,"fd=1, buf=140428121198592, count=54, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/read_write.c:0]
09:48:22.157 986 544,kernel_1,1,kmem_mm_page_alloc,"page=0xffffea00195fcac0, pfn=6651691, order=0, gfp_flags=37880002, migratetype=0, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 987 134,kernel_1,1,sched_waking,"comm=php5, tid=9486, prio=20, target_cpu=0, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 988 666,kernel_1,1,sched_wakeup,"comm=php5, tid=9486, prio=20, target_cpu=0, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 989 356,kernel_1,1,writeback_mark_inode_dirty,"name=(unknown), ino=3946779, state=7, flags=2049, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 989 686,kernel_1,1,writeback_dirty_inode_start,"name=(unknown), ino=3946779, state=7, flags=2049, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 989 839,kernel_1,1,writeback_dirty_inode,"name=(unknown), ino=3946779, state=7, flags=2049, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 990 188,kernel_1,1,syscall_exit_write,"ret=54, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/read_write.c:0]
09:48:22.157 996 451,kernel_1,1,syscall_entry_open,"filename=/etc/localtime, flags=524288, mode=438, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,[fs/open.c:0]
09:48:22.157 996 873,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811e60b3, ptr=0xffff88006510e000, bytes_req=4096, bytes_alloc=4096, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 997 331,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811d8dd7, ptr=0xffff8807f513e000, bytes_req=256, bytes_alloc=256, gfp_flags=37781696, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
09:48:22.157 997 828,kernel_0,0,power_cpu_idle,"state=4294967295, cpu_id=0, context.packet_seq_num=0, context.cpu_id=0",0,20,,
09:48:22.157 998 479,kernel_0,0,rcu_utilization,"s=Start context switch, context.packet_seq_num=0, context.cpu_id=0",0,20,,
09:48:22.157 998 596,kernel_0,0,rcu_utilization,"s=End context switch, context.packet_seq_num=0, context.cpu_id=0",0,20,,
09:48:22.157 998 997,kernel_0,0,sched_switch,"prev_comm=swapper/0, prev_tid=0, prev_prio=20, prev_state=0, next_comm=php5, next_tid=9486, next_prio=20, context.packet_seq_num=0, context.cpu_id=0",0,20,,
09:48:22.157 999 342,kernel_1,1,kmem_cache_free,"call_site=0xffffffff811d66e5, ptr=0xffff88006510e000, context.packet_seq_num=0, context.cpu_id=1",9608,20,9608,
