Timestamp,Channel,CPU,Event type,Contents,TID,Prio,PID,Source
09:44:49.934 514 427,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a232e, ptr=0xffff8807830c5f00, bytes_req=64, bytes_alloc=64, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 514 927,kernel_1,1,kmem_mm_page_alloc,"page=0xffffea00195ff440, pfn=6651857, order=0, gfp_flags=40010944, migratetype=0, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 515 303,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff88078106b640, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 515 554,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a2149, ptr=0xffff8803c11f6600, bytes_req=64, bytes_alloc=64, gfp_flags=33554944, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 515 789,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a22fb, ptr=0xffff8807f5d268f0, bytes_req=72, bytes_alloc=72, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 515 992,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a232e, ptr=0xffff8807830c5d80, bytes_req=64, bytes_alloc=64, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 516 454,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff8807f52b2100, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 516 788,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff88075edabe80, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 517 055,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff880786fbef40, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 517 234,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a2149, ptr=0xffff880128acdc00, bytes_req=64, bytes_alloc=64, gfp_flags=33554944, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 517 563,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a22fb, ptr=0xffff8807f5d26788, bytes_req=72, bytes_alloc=72, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 517 721,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a232e, ptr=0xffff88047cb1a480, bytes_req=64, bytes_alloc=64, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 518 241,kernel_1,1,kmem_mm_page_alloc,"page=0xffffea001df1a540, pfn=7849621, order=0, gfp_flags=40010944, migratetype=0, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 518 524,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff8800de296580, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 518 703,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a2149, ptr=0xffff8805d630ec40, bytes_req=64, bytes_alloc=64, gfp_flags=33554944, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 518 905,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a22fb, ptr=0xffff8807f5d26860, bytes_req=72, bytes_alloc=72, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 519 067,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a232e, ptr=0xffff88076f63c840, bytes_req=64, bytes_alloc=64, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 519 504,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff8800de34ddc0, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 519 757,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff88075e8f7b80, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 520 074,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff8807f8131a00, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 520 524,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff8807f5e1ddc0, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 520 722,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a2149, ptr=0xffff88079c3fdbc0, bytes_req=64, bytes_alloc=64, gfp_flags=33554944, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 521 018,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a22fb, ptr=0xffff8807f6945e90, bytes_req=72, bytes_alloc=72, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 521 177,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a232e, ptr=0xffff8800c9cb2780, bytes_req=64, bytes_alloc=64, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 521 769,kernel_1,1,kmem_mm_page_alloc,"page=0xffffea001e0cb440, pfn=7877329, order=0, gfp_flags=40010944, migratetype=0, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 522 138,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff88075c4027c0, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 522 347,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a2149, ptr=0xffff8800c9caee00, bytes_req=64, bytes_alloc=64, gfp_flags=33554944, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 522 549,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a22fb, ptr=0xffff8807f5d267d0, bytes_req=72, bytes_alloc=72, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 522 703,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a232e, ptr=0xffff8806e5e0df40, bytes_req=64, bytes_alloc=64, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 523 044,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff8800ca6d07c0, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 523 225,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a2149, ptr=0xffff88047cb1a8c0, bytes_req=64, bytes_alloc=64, gfp_flags=33554944, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 523 458,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a22fb, ptr=0xffff8807f6945ae8, bytes_req=72, bytes_alloc=72, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 523 649,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a232e, ptr=0xffff8800c9cae9c0, bytes_req=64, bytes_alloc=64, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 530 932,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff8802ceaa87c0, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 531 139,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a2149, ptr=0xffff88047cb1a380, bytes_req=64, bytes_alloc=64, gfp_flags=33554944, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 531 486,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a22fb, ptr=0xffff8807f5e34d70, bytes_req=72, bytes_alloc=72, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 531 646,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff811a232e, ptr=0xffff8800c9cae900, bytes_req=64, bytes_alloc=64, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
09:44:49.934 532 080,kernel_1,1,kmem_cache_alloc,"call_site=0xffffffff8107604e, ptr=0xffff8806fb7024c0, bytes_req=192, bytes_alloc=192, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=1",8480,20,8480,
