Timestamp,Channel,CPU,Event type,Contents,TID,Prio,PID,Source
09:36:49.415 116 013,kernel_0,0,kmem_kmalloc,"call_site=0xffffffff8122c5e2, ptr=0xffff8807f7ab2dc0, bytes_req=128, bytes_alloc=128, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 116 386,kernel_0,0,kmem_kmalloc,"call_site=0xffffffff8122c1ad, ptr=0xffff8807f5058c00, bytes_req=504, bytes_alloc=512, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 116 827,kernel_0,0,kmem_kmalloc,"call_site=0xffffffff8122c7d6, ptr=0xffff880485b26b00, bytes_req=28, bytes_alloc=32, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 117 256,kernel_0,0,kmem_cache_alloc,"call_site=0xffffffff811e5f2e, ptr=0xffff88078611c000, bytes_req=4096, bytes_alloc=4096, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 117 652,kernel_0,0,kmem_cache_alloc,"call_site=0xffffffff811d8dd7, ptr=0xffff8807f59c4d00, bytes_req=256, bytes_alloc=256, gfp_flags=37781696, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 120 257,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811dccf1, ptr=0xffff88078611c000, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 120 747,kernel_0,0,kmem_kmalloc,"call_site=0xffffffff8122c1ad, ptr=0xffff8807f5058800, bytes_req=392, bytes_alloc=512, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 122 908,kernel_0,0,kmem_mm_page_alloc,"page=0xffffea000b3ad340, pfn=2943821, order=0, gfp_flags=33686016, migratetype=0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 134 072,kernel_0,0,kmem_mm_page_alloc,"page=0xffffea001216e300, pfn=4742028, order=0, gfp_flags=33686016, migratetype=0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 144 624,kernel_0,0,kmem_mm_page_alloc,"page=0xffffea001e07ea00, pfn=7872424, order=0, gfp_flags=33686016, migratetype=0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 155 105,kernel_0,0,kmem_mm_page_alloc,"page=0xffffea001df2f100, pfn=7850948, order=0, gfp_flags=33686016, migratetype=0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 165 991,kernel_0,0,kmem_mm_page_alloc,"page=0xffffea001f732e40, pfn=8244409, order=0, gfp_flags=33686016, migratetype=0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 178 068,kernel_0,0,kmem_mm_page_alloc,"page=0xffffea000b3ad200, pfn=2943816, order=0, gfp_flags=33686016, migratetype=0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 207 903,kernel_0,0,kmem_mm_page_alloc,"page=0xffffea001def0300, pfn=7846924, order=0, gfp_flags=33686016, migratetype=0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 223 380,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff8800c9cb4c00, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 223 603,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f5921d28, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 223 738,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff88047cb1a940, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 224 081,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff8800ddebdb40, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 224 233,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f5921158, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 224 362,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff8800ddebd380, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 224 668,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff8800ddebd7c0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 224 802,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f7bdd500, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 224 924,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff8800ddebdec0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 225 533,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff8800ddebd0c0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 225 680,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f7a2caa0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 225 808,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff8800ddebd6c0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 226 326,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff8800ddebd300, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 226 463,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f5e89080, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 226 592,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff8800ddebd980, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 226 850,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff8800ddebd280, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 226 993,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f7ecee90, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 227 116,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff8800ddebd680, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 227 658,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff8800ddebda80, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 227 791,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f7ece470, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 227 915,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff8800ddebdc00, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 228 173,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff88075e831b40, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 228 310,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f7ece2c0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 228 638,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff88075e831c80, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 229 049,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff88075e831c00, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 229 179,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f7bdd1e8, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 229 306,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff88075e831a80, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 229 520,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff88075e831040, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 229 662,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f5e89ce0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 229 786,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff88075e831f40, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 230 046,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff88075e831f80, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 230 177,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f7bddc98, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 230 297,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff88075e831680, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 230 679,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff88075e831d00, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 230 812,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f5e891a0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 230 933,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff88075e831cc0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 231 119,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff88075e831280, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 231 253,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f5e89230, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 231 376,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff88075e831880, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 231 812,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff88075e831ec0, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 231 970,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f7919788, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 232 094,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff8800c9caf600, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 232 289,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f9f, ptr=0xffff8800c9caf380, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 232 423,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a1f00, ptr=0xffff8807f7919a10, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
09:36:49.415 232 542,kernel_0,0,kmem_cache_free,"call_site=0xffffffff811a2063, ptr=0xffff8800c9cafc80, context.packet_seq_num=0, context.cpu_id=0",6258,20,6258,
