Timestamp,Channel,CPU,Event type,Contents,TID,Prio,PID,Source
09:36:19.260 506 707,kernel_2,2,kmem_mm_page_alloc,"page=0xffffea00126d1340, pfn=4830285, order=0, gfp_flags=37912778, migratetype=1, context.packet_seq_num=0, context.cpu_id=2",6119,20,6119,
09:36:19.260 507 213,kernel_2,2,syscall_entry_open,"filename=/lib/x86_64-linux-gnu/libc.so.6, flags=524288, mode=45448, context.packet_seq_num=0, context.cpu_id=2",6119,20,6119,[fs/open.c:0]
09:36:19.260 507 443,kernel_2,2,kmem_cache_alloc,"call_site=0xffffffff811e60b3, ptr=0xffff8807828f2000, bytes_req=4096, bytes_alloc=4096, gfp_flags=37748928, context.packet_seq_num=0, context.cpu_id=2",6119,20,6119,
09:36:19.260 507 826,kernel_2,2,kmem_cache_alloc,"call_site=0xffffffff811d8dd7, ptr=0xffff8807f8d97b00, bytes_req=256, bytes_alloc=256, gfp_flags=37781696, context.packet_seq_num=0, context.cpu_id=2",6119,20,6119,
09:36:19.260 508 644,kernel_2,2,kmem_cache_free,"call_site=0xffffffff811d66e5, ptr=0xffff8807828f2000, context.packet_seq_num=0, context.cpu_id=2",6119,20,6119,
09:36:19.260 508 786,kernel_2,2,syscall_exit_open,"ret=5, context.packet_seq_num=0, context.cpu_id=2",6119,20,6119,[fs/open.c:0]
09:36:19.260 509 015,kernel_2,2,syscall_entry_read,"fd=5, count=832, context.packet_seq_num=0, context.cpu_id=2",6119,20,6119,[fs/read_write.c:0]
09:36:19.260 509 712,kernel_2,2,syscall_exit_read,"ret=832, buf=140720345825168, context.packet_seq_num=0, context.cpu_id=2",6119,20,6119,[fs/read_write.c:0]
09:36:19.260 510 339,kernel_2,2,syscall_entry_newfstat,"fd=5, context.packet_seq_num=0, context.cpu_id=2",6119,20,6119,[fs/stat.c:0]
09:36:19.260 510 520,kernel_2,2,syscall_exit_newfstat,"ret=0, statbuf=140720345824816, context.packet_seq_num=0, context.cpu_id=2",6119,20,6119,[fs/stat.c:0]
09:36:19.260 511 193,kernel_2,2,syscall_entry_mmap,"addr=0x0, len=3816000, prot=5, flags=2050, fd=5, offset=0, context.packet_seq_num=0, context.cpu_id=2",6119,20,6119,[arch/x86/kernel:0]
